source,target,aspect_intercell_source,aspect_intercell_target,category_intercell_source,category_intercell_target,category_source_intercell_source,category_source_intercell_target,consensus_direction,consensus_inhibition,consensus_score_intercell_source,consensus_score_intercell_target,consensus_stimulation,curation_effort,database_intercell_source,database_intercell_target,dip_url,entity_type_intercell_source,entity_type_intercell_target,is_inhibition,is_stimulation,n_primary_sources,n_references,n_sources,parent_intercell_source,parent_intercell_target,plasma_membrane_peripheral_intercell_source,plasma_membrane_peripheral_intercell_target,plasma_membrane_transmembrane_intercell_source,plasma_membrane_transmembrane_intercell_target,receiver_intercell_source,receiver_intercell_target,references,references_stripped,scope_intercell_source,scope_intercell_target,secreted_intercell_source,secreted_intercell_target,sources,transmitter_intercell_source,transmitter_intercell_target,type,uniprot_intercell_source,uniprot_intercell_target
PDGFC,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9NRA1,P30530
PDGFA,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P04085,P30530
PDGFB,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01127,P30530
FGF1,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05230,P30530
FGF10,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15520,P30530
VEGFB,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49765,P30530
EFNA1,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20827,P30530
EFNA2,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,False,False,SIGNOR,True,False,post_translational,O43921,P30530
EFNA5,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,False,False,SIGNOR,True,False,post_translational,P52803,P30530
EFNA4,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P52798,P30530
ANGPT2,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15123,P30530
ANGPT1,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,P30530
GAS6,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,14,True,33,,,,protein,protein,False,True,20,10,31,ligand,receptor,False,False,False,True,False,True,Baccin2019:16362042;Baccin2019:7854420;Baccin2019:8621659;Baccin2019:8939948;CellChatDB:27801848;CellTalkDB:7854420;DOMINO:16362042;Guide2Pharma:8939948;HPMR:7854420;HPMR:8939948;HPRD:16362042;HPRD:8621659;InnateDB:12218057;InnateDB:16362042;InnateDB:7854420;InnateDB:8939948;LRdb:16362042;LRdb:7854420;LRdb:8621659;LRdb:8939948;Lit-BM-17:16362042;Lit-BM-17:8939948;ProtMapper:27829217;SIGNOR:16362042;SIGNOR:7867073;SignaLink3:16362042;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:8621659;connectomeDB2020:16362042;connectomeDB2020:7854420;connectomeDB2020:8621659;connectomeDB2020:8939948,12218057;16362042;18988627;23331499;27801848;27829217;7854420;7867073;8621659;8939948,generic,generic,True,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DOMINO;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Lit-BM-17;ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Sparser_ProtMapper;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q14393,P30530
PDGFD,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9GZP0,P30530
BDNF,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P23560,P30530
NTF3,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20783,P30530
VEGFA,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P15692,P30530
VEGFC,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49767,P30530
PGF,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49763,P30530
IL15RA,AXL,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,14,False,1,,,,protein,protein,False,False,2,1,3,ligand,receptor,False,False,True,True,False,True,HPRD:16308569,16308569,generic,generic,True,False,CellPhoneDB;HPRD;I2D_CellPhoneDB,True,False,post_translational,Q13261,P30530
FGF3,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,13,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;Ramilowski2015;Kirouac2010;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P11487,P36888
IGF1,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05019,P36888
KIT,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,13,False,1,iTALK;EMBRACE;HGNC;HPMR;Ramilowski2015;LRdb;OmniPath,,,protein,protein,False,False,1,1,2,ligand,receptor,False,False,True,True,False,True,KEA:17570479,17570479,generic,generic,False,False,KEA;NetworKIN_KEA,True,False,post_translational,P10721,P36888
IGF2,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,1,Kirouac2010;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01344,P36888
EGF,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01133,P36888
TGFA,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01135,P36888
CSF1,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P09603,P36888
HGF,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P14210,P36888
PDGFC,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9NRA1,P36888
PDGFA,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P04085,P36888
PDGFB,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01127,P36888
FGF1,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05230,P36888
FGF10,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15520,P36888
VEGFB,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49765,P36888
EFNA1,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20827,P36888
EFNA2,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,False,False,SIGNOR,True,False,post_translational,O43921,P36888
EFNA5,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,False,False,SIGNOR,True,False,post_translational,P52803,P36888
EFNA4,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P52798,P36888
ANGPT2,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15123,P36888
ANGPT1,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,P36888
PDGFD,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9GZP0,P36888
BDNF,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P23560,P36888
NTF3,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20783,P36888
VEGFA,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P15692,P36888
VEGFC,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49767,P36888
PGF,FLT3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49763,P36888
FGF3,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,12,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;ICELLNET;Ramilowski2015;Guide2Pharma;DGIdb;LRdb;Baccin2019;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P11487,P29322
IGF1,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05019,P29322
IGF2,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,12,True,1,Kirouac2010;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01344,P29322
EGF,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01133,P29322
TGFA,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01135,P29322
CSF1,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P09603,P29322
HGF,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P14210,P29322
PDGFC,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9NRA1,P29322
PDGFA,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P04085,P29322
PDGFB,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01127,P29322
FGF1,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05230,P29322
FGF10,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15520,P29322
VEGFB,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49765,P29322
EFNA1,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,12,True,11,,,,protein,protein,False,True,13,7,18,ligand,receptor,True,False,False,True,False,True,Baccin2019:10515610;CellChatDB:15114347;CellPhoneDB:15114347;HPRD:10515610;LRdb:11114742;SIGNOR:17306385;SIGNOR:17420126;SIGNOR:9576626;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10515610,10515610;11114742;15114347;17306385;17420126;23331499;9576626,generic,generic,True,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;connectomeDB2020;iTALK;talklr,True,False,post_translational,P20827,P29322
EFNA2,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,12,True,9,,,,protein,protein,False,True,13,6,18,ligand,receptor,False,False,False,True,False,True,Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;LRdb:11114742;SIGNOR:17306385;SIGNOR:9330863;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:9330863,11114742;15114347;17306385;23331499;9330863;9576626,generic,generic,False,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,O43921,P29322
EFNA5,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,12,True,13,,,,protein,protein,False,True,15,8,23,ligand,receptor,True,False,True,True,False,True,Baccin2019:933086311416136;CellChatDB:15114347;CellPhoneDB:15114347;HPMR:9330863;HPRD:11416136;LRdb:11114742;SIGNOR:17306385;SIGNOR:9330863;SignaLink3:11416136;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:11416136;connectomeDB2020:9330863,11114742;11416136;15114347;17306385;23331499;9330863;933086311416136;9576626,generic,generic,False,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P52803,P29322
EFNA4,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,12,True,9,,,,protein,protein,False,True,13,6,18,ligand,receptor,True,False,True,True,False,True,Baccin2019:10515610;CellChatDB:15114347;CellPhoneDB:15114347;HPRD:10515610;LRdb:11114742;SIGNOR:17306385;SignaLink3:23331499;SignaLink3:9576626;connectomeDB2020:10515610,10515610;11114742;15114347;17306385;23331499;9576626,generic,generic,True,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;connectomeDB2020;iTALK;talklr,True,False,post_translational,P52798,P29322
ANGPT2,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15123,P29322
ANGPT1,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,P29322
PDGFD,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9GZP0,P29322
BDNF,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P23560,P29322
NTF3,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20783,P29322
VEGFA,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P15692,P29322
VEGFC,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49767,P29322
PGF,EPHA8,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49763,P29322
FGF3,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,12,True,1,iTALK;EMBRACE;HPMR;ICELLNET;Ramilowski2015;LRdb;Baccin2019;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P11487,P54760
IGF1,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05019,P54760
IGF2,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,12,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01344,P54760
EGF,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01133,P54760
TGFA,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01135,P54760
CSF1,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P09603,P54760
HGF,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P14210,P54760
PDGFC,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9NRA1,P54760
PDGFA,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P04085,P54760
PDGFB,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01127,P54760
